screen_name,profile_image_url,location,created_time,text
左淳是颗巨疯葡萄,"https://tvax4.sinaimg.cn/crop.0.0.828.828.50/821b8791ly8gm0k8e1xnyj20n00n03zi.jpg?KID=imgbed,tva&Expires=1696923146&ssig=GT1ajsMQHZ",福建 厦门,Thu Sep 28 16:18:43  2023,再发我都要替你尴尬了[污]
是2023年的我,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/ede91602ly8hbbqohp7afj20u00u0jv2.jpg?KID=imgbed,tva&Expires=1696923146&ssig=JG2NMlCLx3",吉林,Thu Sep 28 16:40:13  2023,必须是白象！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
一个思想跳跃的人,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/008rVu5Ily8gzrtabclauj30u00u0jvs.jpg?KID=imgbed,tva&Expires=1696923146&ssig=prFrvk0aYA",黑龙江,Thu Sep 28 16:44:17  2023,国货必须冲啊
彬彬伍里,"https://tvax4.sinaimg.cn/crop.0.0.707.707.50/008uMSS9ly8h9ewck7yb6j30jn0jnmyr.jpg?KID=imgbed,tva&Expires=1696923146&ssig=81xReNWxto",浙江,Thu Sep 28 16:43:29  2023,你不就是嘛[喵喵]
Anne-刘敏,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/005EgqAnly8hes11lmn80j30u00u0n14.jpg?KID=imgbed,tva&Expires=1696923146&ssig=PZgyOKDqER",其他,Thu Sep 28 16:24:35  2023,不管怎样，会一直支持国货
saipumou,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.50/006HzjIWly8gey8npn4k8j30ru0ruq5b.jpg?KID=imgbed,tva&Expires=1696923146&ssig=XI%2FnI4rD0a",上海,Thu Sep 28 16:19:12  2023,你真的不觉得自己很尴尬吗[裂开]🙃
少来饭妮姐o,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/008z95pJly8hin4pu81wuj30u00u0mzj.jpg?KID=imgbed,tva&Expires=1696923146&ssig=ewp60Scn7y",重庆,Thu Sep 28 16:39:47  2023,得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力得力 你让我说的
米奇阿Q,"https://tvax2.sinaimg.cn/crop.0.0.1060.1060.50/bbf95cc4ly8hf955lsdw3j20tg0tgjsx.jpg?KID=imgbed,tva&Expires=1696923146&ssig=isGxhOEu4F",澳门 其他,Thu Sep 28 16:23:53  2023,国货冲冲冲！
思雨思雨下雨不愁,"https://tvax1.sinaimg.cn/crop.0.0.711.711.50/ca37a15ely1hibae3xmy5j20jr0jrabr.jpg?KID=imgbed,tva&Expires=1696923146&ssig=cZXCqmmG90",其他,Thu Sep 28 16:19:37  2023,差不多得了姐
森系女神彩云之南,"https://tvax2.sinaimg.cn/crop.0.0.685.685.50/007QjJ2Aly8hck4p4ahxjj30j10j1q4a.jpg?KID=imgbed,tva&Expires=1696923146&ssig=YR3ntRDbc6",四川 成都,Thu Sep 28 16:30:11  2023,花西子这精神我服了，精神还好吗
