uid,id,screen_name,description,followers_count,friends_count,statuses_count,gender,province,city,location,description,star,svip,vvip,is_teenager,created_at
6336556296,6226160118,米米的秘密Writer,,9,135,210,m,37,2,山东 青岛,,0,0,0,0,Tue Apr 25 19:47:57 +0800 2017
6336556296,2375628075,27just廿七,我喜欢的人，有光，光而不耀，与光同尘。,94,202,226,f,50,1000,重庆,我喜欢的人，有光，光而不耀，与光同尘。,0,0,0,0,Thu Sep 22 23:30:09 +0800 2011
6336556296,5531331591,家里有派大星-,2023,466,491,241,f,43,1,湖南 长沙,2023,0,0,0,0,Sat Feb 21 11:38:46 +0800 2015
6336556296,5896159930,软弱无力的帅哥,普通人 普通过,1188,431,75,m,33,6,浙江 绍兴,普通人 普通过,0,0,0,0,Sun Apr 10 19:34:28 +0800 2016
6336556296,7264877196,爱上牛奶泡芙,开心快乐每一天！,2,73,10,f,13,1000,河北,开心快乐每一天！,0,0,0,0,Sat Jul 27 13:58:22 +0800 2019
6336556296,2586594922,快樂爾雨雨,,132,323,264,f,44,15,广东 汕尾,,0,0,0,0,Sun Dec 04 20:18:02 +0800 2011
6336556296,5857046221,LuckyRakinn,用于碎碎念,380,213,0,f,42,1,湖北 武汉,用于碎碎念,0,0,0,0,Sat Feb 13 21:08:00 +0800 2016
6336556296,7859384761,用户7859384761,,0,14,0,m,100,1000,其他,,0,0,0,0,Thu Aug 03 16:50:59 +0800 2023
6336556296,6465707917,散乱流年,忧郁，性格怪（伪人格分裂）。,183,2181,1034,f,32,5,江苏 苏州,忧郁，性格怪（伪人格分裂）。,0,1,0,0,Sat Jan 20 12:06:54 +0800 2018
6336556296,7479522620,抹茶珍珠椰奶冻少冰微糖,碎碎念之 关你p事 关我p事 |镇魂,1,1163,788,f,100,1000,其他,碎碎念之 关你p事 关我p事 |镇魂,0,0,0,0,Thu Jul 09 23:57:27 +0800 2020
6336556296,6422455245,TheLastStarNotFalling,情绪影响动作/ 绝不当头，韬光养晦,64,360,4876,f,11,1000,北京,情绪影响动作/ 绝不当头，韬光养晦,0,0,0,0,Sat Dec 09 10:12:25 +0800 2017
6336556296,5440440407,ML丶C,Low-key luxury,56,83,36,m,400,1,海外 美国,Low-key luxury,0,0,0,0,Sun Dec 21 08:38:44 +0800 2014
6336556296,2424182001,yuki酱lo,,3493,477,592,f,51,1,四川 成都,,0,0,0,0,Sun Oct 23 21:28:56 +0800 2011
6336556296,2424182001,yuki酱lo,,3493,477,592,f,51,1,四川 成都,,0,0,0,0,Sun Oct 23 21:28:56 +0800 2011
