screen_name,profile_image_url,location,created_time,text
锤仔蛋,"https://tvax2.sinaimg.cn/crop.0.0.639.639.50/6dfaf898ly8gziji9jqprj20hr0hraas.jpg?KID=imgbed,tva&Expires=1696920704&ssig=oCqrQHKwsv",北京,Fri Aug 18 16:33:21  2023,哈哈哈哈你绝对5G网，笑死了
fhcysh,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/0065iVAtly8hgduq7t8kaj30u00u0mz9.jpg?KID=imgbed,tva&Expires=1696920704&ssig=ZUjXgELmDp",广东 东莞,Fri Aug 18 16:33:16  2023,你居然才28哈哈哈哈哈哈哈哈[喵喵][喵喵]
Ashin_5days,"https://tvax3.sinaimg.cn/crop.0.0.996.996.50/0069oMfUly8gi9uwk8yo9j30ro0rognr.jpg?KID=imgbed,tva&Expires=1696920704&ssig=%2FqytqR1j1Y",其他,Fri Aug 18 16:27:46  2023,哈哈哈哈哈哈[单身狗]不好意思，笑的有点大声[跪了]
淘气的居宝宝,"https://tvax3.sinaimg.cn/crop.0.0.280.280.50/73d5fa71ly1hdvhrq7jlfj207s07smx5.jpg?KID=imgbed,tva&Expires=1696920704&ssig=rWAx867EeE",上海 杨浦区,Fri Aug 18 16:24:17  2023,老李头告诉他们你已经80岁了[doge]
今天礼拜天不上发条,"https://tvax4.sinaimg.cn/crop.0.0.512.512.50/007b582ely8hgmtkyaw57j30e80e8t95.jpg?KID=imgbed,tva&Expires=1696920704&ssig=iaTnR7TO8c",其他,Fri Aug 18 16:22:39  2023,所以真的是李大爷了[喵喵][喵喵][喵喵]
糊你家大爷电磁炉,"https://tvax2.sinaimg.cn/crop.0.0.866.866.50/008iwv1uly8hhstsc9g2ej30o20o2n09.jpg?KID=imgbed,tva&Expires=1696920704&ssig=SxmUtLS07f",其他,Sun Aug 20 14:08:38  2023,难道是因为秃了？
85今天不营业,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.50/dd65ac7ely8hab5z1y1v3j20u00u041a.jpg?KID=imgbed,tva&Expires=1696920704&ssig=a8M5YUFrkK",陕西 西安,Sat Aug 19 23:45:23  2023,年轻且貌美[我来了] http://t.cn/A6OvlGp4
谁是林义,"https://tvax4.sinaimg.cn/crop.0.0.664.664.50/0072lbXJly8fzytn1ztrkj30ig0igwfo.jpg?KID=imgbed,tva&Expires=1696920704&ssig=9a3FSoSkTn",安徽,Sun Sep 10 19:38:34  2023,垃圾[吐]
Qzyj1ko,"https://tvax3.sinaimg.cn/crop.0.0.512.512.50/67bfaab7ly8geofna7p6cj20e80e8gm6.jpg?KID=imgbed,tva&Expires=1696920704&ssig=6PutyfRSGL",其他,Sat Aug 19 13:11:13  2023,哈哈哈哈哈反了反了+7  4岁[思考]
金克丝的含义就是金克丝26,"https://tvax4.sinaimg.cn/crop.0.0.960.960.50/656570ecly8fwy9w5vonkj20qo0qomyp.jpg?KID=imgbed,tva&Expires=1696920704&ssig=yJMIMBX7%2FJ",江苏 南京,Sat Aug 19 00:25:41  2023,巧了，我也看到这条评论的[doge]我还在想李老头以一己之力拉高90后年龄水平[doge]
超大棣颗粒,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/6b2fa405ly8h7c1jearhqj20u00u0q5c.jpg?KID=imgbed,tva&Expires=1696920704&ssig=mbr0eh3KzT",其他,Mon Aug 28 00:04:42  2023,有
疯人愿星空,"https://tvax4.sinaimg.cn/crop.0.0.996.996.50/ab9d2f66ly8gf50c8u1w6j20ro0roq4j.jpg?KID=imgbed,tva&Expires=1696920704&ssig=3JQeHU4%2FPU",浙江 衢州,Mon Aug 21 09:43:50  2023,mistine防晒怎么处理，回应一下
麻烦家的小妖怪,"https://tva2.sinaimg.cn/crop.147.0.406.406.50/9c791b9cjw8eplzwuurorj20jg0bamzu.jpg?KID=imgbed,tva&Expires=1696920704&ssig=0HnKrfvH%2Fb",湖南 长沙,Sat Aug 19 22:52:06  2023,李佳琦和我一样大，但是我觉得他比我成熟好多
Lyss_55555,"https://tvax4.sinaimg.cn/crop.0.0.995.995.50/006cuec9ly8h79c7ckxdfj30rn0rnjt4.jpg?KID=imgbed,tva&Expires=1696920705&ssig=BGdi21sbJh",台湾,Sat Aug 19 15:37:50  2023,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
如是的幸福,"https://tvax1.sinaimg.cn/crop.0.0.800.800.50/765c6680ly8h5iasfvez8j20m80m8jsd.jpg?KID=imgbed,tva&Expires=1696920705&ssig=ronVL2QHSY",新疆 博尔塔拉,Sat Aug 19 14:08:06  2023,[允悲][允悲][允悲][笑cry][笑cry][笑cry]
邮-颗草莓,"https://tvax3.sinaimg.cn/crop.0.0.1061.1061.50/006B8ogLly8hdap5biz5rj30th0thdho.jpg?KID=imgbed,tva&Expires=1696920705&ssig=W6ext8fPoY",广东,Sat Aug 19 10:20:35  2023,哈哈哈哈哈
魅默,"https://tvax2.sinaimg.cn/crop.0.0.700.700.50/70bfe606ly8he75vodx4yj20jg0jg3yt.jpg?KID=imgbed,tva&Expires=1696920705&ssig=Nxf0b%2F4M%2FA",江苏 苏州,Sat Aug 19 00:22:36  2023,说明你保养的还不够[微笑]
